Algorithm;ndcg_5;hit_5;P_5;R_5;RR_5;ndcg_10;hit_10;P_10;R_10;RR_10;ndcg_50;hit_50;P_50;R_50;RR_50;ndcg_100;hit_100;P_100;R_100;RR_100
SpectralClustering-DP-CC-R-5C;0.0493563587084199;0.09653504;0.0208576804991581;0.0608111043428576;0.0555341756391573;0.058128926524252;0.13663182;0.0150950070034946;0.0858230612158166;0.0608387024546704;0.0763643313022602;0.2675335;0.0062972028466729;0.1644417856185089;0.0667540505600239;0.0845338210352048;0.34481245;0.0042320915689242;0.2113506757026815;0.0678533886167759
AdaGCL-DP-R;0.0321292728170863;0.078142025;0.0163386578757481;0.0420988511283308;0.0383999019039129;0.0426777057798519;0.13415582;0.0145276531926031;0.0719654558238797;0.0457086442909671;0.074826525459869;0.35805544;0.0092061291189745;0.2098927382712735;0.0557553768637543;0.0910333817595847;0.47790715;0.0068863453076585;0.3013827250751728;0.0574715565705867
KGCL-DP-R;0.0315978595063191;0.07900508;0.0165905007144979;0.0437730494444523;0.0354900324000056;0.0447964791834175;0.14374849;0.0158392167404745;0.0813692693861554;0.0439752821666119;0.0784664805830139;0.37107202;0.0097149082471455;0.2244947742653908;0.0544004396227527;0.0931670675672999;0.4794069;0.0069715191216627;0.3069591898591028;0.0559530140710797
KGCL-DP;0.0311521591993604;0.07842499;0.0164575050580794;0.0433674264424643;0.0349358838315954;0.0443956854032737;0.14329575;0.0157684743700391;0.0810344938077227;0.0434504916819324;0.0778618353869362;0.36924687;0.0096733117333295;0.2233285621726775;0.0537930662814161;0.0925755296849625;0.47864288;0.0069604833118748;0.30583885710838;0.0553582205808148
AdaGCL-DP;0.0309585497796338;0.076812066;0.0160811556473634;0.0412410930571885;0.036682984573447;0.0417682134682647;0.13317959;0.0144639850592113;0.071820039561678;0.0440810139380436;0.0736200523121772;0.3542778;0.0091568924291515;0.2084748440115561;0.0539948673032598;0.0898704560060361;0.47511992;0.006881393341728;0.3001603032414263;0.0557208960653188
LightGCN-DP-R;0.0253747826882734;0.063852064;0.0132514608299494;0.0339165049368899;0.0302668873828624;0.0358402946161477;0.11750308;0.0127152336620495;0.0637335732128269;0.037267569204566;0.0659820686818836;0.32733908;0.008348731589298;0.1928358794155551;0.0467467267634954;0.0799850456578507;0.43292916;0.0061895329588703;0.2714316646242779;0.0482551196624177
LightGCN-DP;0.0250579361261464;0.062989004;0.0130929979201743;0.0335165483796329;0.0297179265882841;0.0354143383460121;0.116300456;0.0125709192263614;0.0630391414166966;0.0366800987338912;0.0654666997161586;0.32540077;0.0083187368242335;0.1915522483273131;0.0461591395165755;0.0794079955598314;0.43059465;0.0061567084989883;0.269819578450632;0.0476694752831414
AlternateLeastSquares;0.022110300431226;0.056820273;0.0119137000467481;0.0315554200234502;0.023184730820265;0.0306526108032817;0.10219433;0.0112011446218356;0.0553505801314436;0.0291082174016967;0.0529906947639031;0.2662379;0.0067940672323667;0.1488848098279781;0.0366042625768943;0.0631036870083015;0.35017213;0.0049095493759827;0.2049483615654266;0.0378042866799688
CGCL-DP-R;0.016054459757025;0.045925945;0.0094143946575361;0.0263045808483612;0.0155324306606865;0.0290729589058757;0.10779722;0.0116852247485108;0.0633079996033488;0.0237191195516865;0.0555251065858987;0.29857525;0.0075448152916707;0.1738251395361743;0.0326289075106914;0.0660448204625466;0.3872862;0.0053744393667143;0.2315703257520128;0.0339003478091794
CGCL-DP;0.0158871831592878;0.045501493;0.0093125256441092;0.0259143044675194;0.0154069808571145;0.0288695896807225;0.1070898;0.0115960893617623;0.06284364907348;0.0235510390482164;0.0552531982695753;0.29769805;0.0075176502214236;0.1730554654701232;0.0324553961796692;0.0656373688804235;0.38507903;0.0053438786626862;0.2300140229362318;0.0337084793139629
