Algorithm;ndcg_5;hit_5;P_5;R_5;RR_5;ndcg_10;hit_10;P_10;R_10;RR_10;ndcg_50;hit_50;P_50;R_50;RR_50;ndcg_100;hit_100;P_100;R_100;RR_100
AdaGCL-DP-CC-3C;0.0027144239199482;0.010300747;0.0021995252509854;0.0028238744428473;0.0054077106789491;0.0031991195038682;0.016877545;0.001885929571637;0.0040485990554591;0.0062753789713218;0.0056210481540345;0.046778023;0.0012622226093773;0.0126323706060815;0.007615927046127;0.0072161594807888;0.06735774;0.0010133060388945;0.0199186391532362;0.0079072426327642
KGCL-DP-DC-3C;0.0027046768203049;0.010474967;0.0022474357019969;0.0027654369383103;0.0053111638610016;0.0030304766767404;0.017356649;0.0018881073194102;0.0037048444535704;0.0061950183501175;0.004697505886063;0.04394695;0.0011045536705938;0.009714611603827;0.0073354123521318;0.0059727608594103;0.063241795;0.0008787212265075;0.0154363587367501;0.0076056705924725
AdaGCL-DP-CC-2C;0.0026049782534119;0.01019186;0.0021298373222413;0.0027480145767092;0.0053129786508126;0.0030457301358997;0.016616216;0.0018097083995731;0.0039272993196291;0.006158843539884;0.0055043505451817;0.04758379;0.0012609159607134;0.0127760877781071;0.007518236005231;0.0071314843815302;0.06940482;0.0010159193362224;0.0202490171572262;0.0078245590307999
AdaGCL-DP-R-DC3C;0.0026040362918225;0.011520286;0.0024173000283107;0.0029247789537871;0.0051790471627576;0.0031427188717162;0.020296609;0.0021777477732529;0.0042215782170701;0.0063201265029484;0.0061366103514269;0.06420001;0.0016067423071059;0.0148299278230489;0.0081618690834846;0.0086155379939657;0.10032884;0.0014035584398614;0.0261546192560268;0.0086737397244806
AdaGCL-E-R-DC-2C;0.0025580025964286;0.009778088;0.0020819268712297;0.0025266053980283;0.0057630465239515;0.0028633361929834;0.015941113;0.001740020470829;0.0034182137654632;0.0065765649451052;0.0043223222927379;0.037544373;0.0009756310024173;0.0087123784245777;0.0075401370032075;0.0054731323029047;0.053289488;0.0007994512075611;0.0136745096214801;0.0077646763858556
AdaGCL-DP-CC-5C;0.0024354637463336;0.009516758;0.0020340164202182;0.0026380359191021;0.0047086536437349;0.0028507983416775;0.0152877895;0.0017160652453232;0.0037184729576602;0.0054637963259666;0.005035337910243;0.0435114;0.0011585618153705;0.0115084000251268;0.0066943302739695;0.0065330397760765;0.063111134;0.0009410048128225;0.0183518545852522;0.0069718381259031
KGCL-DP-R-DC3C;0.0024270341866386;0.0098869745;0.0020383719157647;0.0026772362327046;0.0048589182400894;0.0031694340782404;0.019490842;0.0020557938979507;0.0044679110519303;0.0060920765585501;0.0063343823592118;0.06596398;0.0016193732441908;0.0156473724941373;0.0080716762900733;0.0084859537392677;0.09797687;0.0013449770247609;0.0253494515998291;0.0085226660110741
KGCL-DP-DC-5C;0.0020213268623564;0.009059431;0.0018685075894509;0.0022924924140133;0.0037609704044077;0.0026403737563511;0.017509092;0.0018750408327707;0.0037065382942816;0.004852825731438;0.0051300508788319;0.053855702;0.0013397504301051;0.0123493393960131;0.0064492695909166;0.007053605562805;0.0823842;0.0011650950586903;0.0208668196027329;0.0068522544228029
AdaGCL-DP-CC-4C;0.0019653809048138;0.0076438948;0.0016028223611141;0.0021124613441351;0.0039326495205325;0.0023008626694235;0.012326052;0.001343670376097;0.0030155204204596;0.004543049752549;0.0040168770698214;0.034996405;0.0008902632897057;0.009360058111618;0.005509484529212;0.0052900397881481;0.053049937;0.0007419586663472;0.0152706769580437;0.0057623122857377
KGCL-E-R-DC-4C;0.0017850387700585;0.0067292405;0.0014111805570678;0.0018122885723826;0.003255732921013;0.0021330614889813;0.011759838;0.0012391384829809;0.0027891420662229;0.0038841859907214;0.0045068933888847;0.046168253;0.0009926174350486;0.0115778238237866;0.0054205609757967;0.0061800366916538;0.07519763;0.0008393039918116;0.019827107980525;0.0058218123087415
AdaGCL-E-R-DC-5C;0.001720087324798;0.0065767984;0.0014416690258934;0.0018467703297181;0.0030771576036063;0.0018412033837043;0.009233651;0.0010540299222544;0.0022069102478745;0.0034138702484049;0.0028916687870376;0.020797491;0.0006084627278468;0.0059126081112711;0.0039350106226067;0.0036708238698902;0.027657397;0.0004973975914109;0.0093511128915823;0.0040348793584078
KGCL-DP-CC-2C;0.0016760751328346;0.006424356;0.0013545591149633;0.0017694586001132;0.0034139825925361;0.0020209210426622;0.011237179;0.0012151832574751;0.0026121357119005;0.0040465319021036;0.0036737176912977;0.034321304;0.0008571615235523;0.0086019591568524;0.005010499047383;0.0049536579537069;0.052723274;0.0007227944859426;0.0145831604492504;0.0052706824889338
AdaGCL-DP-DC-4C;0.0016452242851383;0.006925238;0.0014503800169864;0.0019288006155901;0.003130512424051;0.002124114684161;0.013306038;0.0013981140704283;0.0030584713813512;0.0039922783286096;0.0038572853336204;0.03878569;0.0009403514884906;0.0091471767822988;0.0050851137319243;0.0051004750704038;0.05742721;0.0007724471351728;0.0148181864149214;0.0053453650433642
CGCL-DP-R;0.0016440989751697;0.0066421307;0.0013589146105098;0.0018384221147843;0.0031649934304608;0.0019535448134674;0.010845184;0.0011258955987717;0.0026415013789246;0.0037131118045336;0.0031282245827154;0.030771576;0.0006825061521374;0.0067512272020749;0.0045562688826257;0.0039751436790037;0.04867266;0.0005579389795073;0.0105166796024413;0.0048049890321172
CGCL-DP;0.0016246630816021;0.006533243;0.0013371371327772;0.001817733060383;0.0031334160877487;0.0019262282500036;0.010670964;0.0011062958688124;0.0026061727012334;0.0036716395364231;0.0030850961766744;0.03046669;0.0006733596114897;0.0066633434223863;0.0045073666936624;0.0039161626180595;0.04793223;0.0005507524118556;0.0103451762017818;0.004749838249274
AdaGCL-E-DC-2C;0.0015982847559552;0.005662144;0.00117162830201;0.0015959609158354;0.0035653360627772;0.0020454953425191;0.010170083;0.0010605631655741;0.0026728979263932;0.0041717696827781;0.0028001253319793;0.01968684;0.0004355495546505;0.0054492166698754;0.0046185879924825;0.0032520197541467;0.026699187;0.0003051024630327;0.0077074823676487;0.0047201414008183
KGCL-DP-CC-4C;0.001518160981602;0.006097694;0.0012630937084866;0.0016358871611713;0.0030640911169668;0.0018570271371105;0.010540299;0.001128073346545;0.0025350141072733;0.0036339956106283;0.0035442974495653;0.033863977;0.0008197042618523;0.0086747059139516;0.0046256352047016;0.0047761613981581;0.052614387;0.0006981859361048;0.0143561422530166;0.0048886190481637
KGCL-DP-CC-5C;0.0015081936863128;0.0060541388;0.0012500272218471;0.0016166499702367;0.0032444812241846;0.0018376474914239;0.010627409;0.0011346065898647;0.0024682370298468;0.003837597743715;0.0035172056182633;0.033776868;0.00084757943335;0.0084286478981594;0.0048230764764292;0.0047619477503518;0.05213528;0.0007136479452949;0.0142098805451947;0.0050800696655439
KGCL-E-DC-5C;0.0014822042886301;0.0062283585;0.0013153596550447;0.0017153766859764;0.0027994947625166;0.0020259784688962;0.013240706;0.0014416690258934;0.003027550146327;0.0036675346547077;0.0051923744641036;0.06034539;0.0013933230253272;0.0143553404661924;0.0056767547689729;0.0077379170783606;0.10294214;0.001272022474357;0.026315300896484;0.0062770378384656
AdaGCL-E-R-DC-3C;0.0014694025410743;0.007121235;0.0014460245214399;0.0018954077558546;0.0027697322096154;0.0023433996528394;0.016768659;0.001731309479736;0.0039133078496726;0.0040243914664089;0.0061293762483674;0.07397809;0.0016354885777129;0.0172885490388086;0.0065274383848491;0.0090825831050169;0.12691914;0.0015248589908316;0.0308355266988294;0.0072587504177409
AdaGCL-DP-R-DC4C;0.0014486534076804;0.005836364;0.0012543827173936;0.0016014054038358;0.0027857023599526;0.0016865514825788;0.009799865;0.0010845183910799;0.0022314968643205;0.0033067025891346;0.0029101954519294;0.0314249;0.0008454016855767;0.0061834829917427;0.0042473995093753;0.0039777304053033;0.047278903;0.0007382564951327;0.0106208082173092;0.0044707512708661
KGCL-DP-CC-3C;0.0014337389924235;0.005662144;0.0011846947886495;0.0015672866123669;0.0029025748237839;0.0018034721171406;0.0101483045;0.0010845183910799;0.0024859272948257;0.0034946456787089;0.003297961594594;0.03081513;0.0007582917746466;0.0078512833947702;0.0043841265301253;0.0044948921547151;0.048803326;0.0006539776563078;0.0133935465500079;0.0046373662986014
AdaGCL-E-R-DC-4C;0.0014279379057836;0.0058145868;0.0012413162307541;0.001594146086502;0.0027221847165661;0.0017401288372168;0.009734533;0.0011193623554519;0.0023781782846855;0.0032456219492086;0.0029229576334699;0.02478277;0.0006955726387769;0.0065892994812942;0.0039039301919418;0.0038250589208936;0.034212418;0.0005801520067945;0.0106739181613663;0.0040346265206814
KGCL-E-R-DC-5C;0.0014164957364095;0.0060541388;0.0012718046995796;0.00161519810677;0.0027210958426795;0.0020217198038939;0.013959363;0.0014852239813584;0.0030550145635732;0.0037152895523069;0.0046939211043272;0.056860995;0.0012970665737494;0.0125516072165346;0.0054722776013753;0.0068660495223576;0.095799126;0.0011653128334676;0.0225349484057467;0.006012466470507
AdaGCL-E-DC-5C;0.0013993757412344;0.0058145868;0.0012413162307541;0.001594146086502;0.00267681497129;0.0017105824389983;0.009734533;0.0011193623554519;0.0023781782846855;0.0032002522039325;0.0029509264879133;0.02554498;0.0007060258280885;0.0067571154658953;0.0039167416040696;0.0039482907307622;0.036934603;0.0005973562142032;0.0113488595319978;0.0040733265975128
SpectralClustering-DP-CC-R-2C;0.0012915682191464;0.0053050397;0.0010736390046734;0.0015130941855079;0.0024967369794956;0.0017081740199516;0.009789062;0.0010262725779967;0.0025823348791329;0.0030710110451489;0.0042402455883983;0.0458507;0.0010205886067955;0.0120541713643354;0.0045248651063047;0.0063188563278801;0.08355438;0.0009650119994947;0.0221018194706424;0.0050450567135754
SpectralClustering-DP-CC-R-4C;0.0012897998398321;0.0053050397;0.0010736390046734;0.0015078312492105;0.0024962106858658;0.0017122277486831;0.009820639;0.0010294303397751;0.0025928607517277;0.0030749958397741;0.0042439574231787;0.045882277;0.0010212201591511;0.0120604868878923;0.0045289674771663;0.0063241792131098;0.08361753;0.0009656435518504;0.0221165556922751;0.0050496412893429
LightGCN-DP-CC-R-2C;0.0012811339328703;0.0052418844;0.0010610079575596;0.0014962527893562;0.0024809481706033;0.0016991679723565;0.009725906;0.0010199570544398;0.0025686512447596;0.0030552222362567;0.004234369066295;0.0458507;0.0010205886067955;0.0120441521719431;0.0045117212046507;0.0063151953387679;0.08361753;0.0009656435518504;0.0221012735635854;0.005032740882219
SpectralClustering-DP-CC-R-3C;0.0012776725868565;0.0052418844;0.0010610079575596;0.0014867795040208;0.0024809481706033;0.0016974365622106;0.009757484;0.0010231148162182;0.0025623357212027;0.0030597333245116;0.0042352157296984;0.045945432;0.0010224832638625;0.0120525924834462;0.0045170633091665;0.0063170605482033;0.08368069;0.0009662751042061;0.0221212923349428;0.0050377260471984
LightGCN-DP-CC-R-3C;0.0012732395284242;0.005210307;0.0010546924340027;0.0014804639804639;0.0024730537661572;0.0016948351149139;0.009725906;0.0010199570544398;0.0025633883084622;0.0030500846079663;0.0042296719680712;0.045819122;0.0010199570544398;0.012034175726764;0.0045088605734013;0.0063070238197519;0.08349122;0.000964380447139;0.0220765608967735;0.0050286771435667
